CodigoProduto,DescricaoProduto,TipoEmbalagem,Unidade,CodDepartamento,DescricaoDepartamento,CodSecao,DescricaoSecao,InformacoesTecnicasV1,CodMarca,Marca,CodUnidade,QtdeEmbalagem,PesoEmbalagemUnitaria
12406,REFRESCO TANGERINA,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12407,REFRESCO LIMAO,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12408,REFRESCO LARANJA,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12409,REFRESCO UVA,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12410,REFRESCO MORANGO,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12411,REFRESCO MARACUJA,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12412,REFRESCO ABACAXI,200G,UN,1,BEBIDAS,99,REFRESCO PO,FAZ 10L,655,TECNUTRI,2,1,0.2
12413,PUDIM MORANGO S/LEITE,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"DILUIÇAO: LEITE - RENDE  5,520 LITROS",655,TECNUTRI,2,1,1.0
12414,PUDIM COCO MANJAR S/LEITE,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"DILUIÇAO: LEITE - RENDE  5,520 LITROS",655,TECNUTRI,2,1,1.0
12415,PUDIM BAUNILHA S/LEITE,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"DILUIÇAO: LEITE - RENDE  5,520 LITROS",655,TECNUTRI,2,1,1.0
12416,PUDIM CHOCOLATE S/LEITE,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"DILUIÇAO: LEITE - RENDE  5,520 LITROS",655,TECNUTRI,2,1,1.0
12418,UNTA FORMA DESMOL.EMULSIF.,5L,UN,2,ALIMENTOS,276,PREPARO PANIFICACAO,COMPOSICAO DO EMUSIFICADO - AGUA+ OLEO DE GIRASSOL+LECITINA DE GIRASSOL+CERA DE CARNAUBA,636,KLEIN FOODS,2,1,5.0
12420,LARANJA/MACA ,27X200ML,CX,1,BEBIDAS,88,SUCO PRONTO,SUCO MISTO LARANAJA E MACA27X200ML,75,"CAMPO LARGO,C.LARGO",3,27,0.2
12421,LARANJA/MACA ,900ML,UN,1,BEBIDAS,88,SUCO PRONTO,SUCO MISTO LARANJA E MACA 900ML,75,"CAMPO LARGO,C.LARGO",2,1,0.9
12422,LARANJA/MACA ,12X250ML,CX,1,BEBIDAS,88,SUCO PRONTO,SUCO MISTO LARANJA E MACA12X250ML,75,"CAMPO LARGO,C.LARGO",3,12,0.25
12423,LARANJA/MACA ,"1,35L",UN,1,BEBIDAS,88,SUCO PRONTO,"SUCO MISTO LARANJA E MACA 1,35L",75,"CAMPO LARGO,C.LARGO",2,1,1.35
12424,TANGERINA,330ML,UN,1,BEBIDAS,88,SUCO PRONTO,,553,SUFRESH,2,1,0.33
12425,ICE MANGO JUNGLE 275ML ,6X275ML,PK,1,BEBIDAS,2,ICE,6X275MLC/VODKA,111,COROTE,10,6,0.275
12426,BITTER,998ML,UN,1,BEBIDAS,20,BITTER,998ML,73,CAMPARI,2,1,0.998
12427,BITTER,748ML,UN,1,BEBIDAS,20,BITTER,748ML,73,CAMPARI,2,1,0.748
12428,CHOC. PO 33% CACAU,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,265,MELKEN,2,1,1.01
12430,GLUTAMATO MONOSSODICO,1KG,UN,2,ALIMENTOS,274,SAL,,199,"HINATA,HINAT",2,1,1.0
12432,GELATINA BEIJOS DE MORANGO,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12433,GELATINA DENTADURAS,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12434,GELATINA MINHOCAS AZEDINHAS,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12435,GELATINA BEIJOS DE MORANGO,10X35G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.035
12436,GELATINA DENTADURAS,10X35G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.035
12437,GELATINA MINHOCAS AZEDINHAS,10X35G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.035
12438,REGALIZ TUBE MORANGO,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12439,REGALIZ TUBE MORANGO AZED.,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12440,REGALIZ TUBE PINTA LINGUA,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12441,REGALIZ TUBE TUTTI FRUTTI,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12442,REGALIZ TUBE TWISTER,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12443,REGALIZ TUBE TWISTER AZED.,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12444,REGALIZ TUBE UVA,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12445,REGALIZ TUBE UVA AZEDINHOS,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12446,REGALIZ TUBE IOGURTE MORANGO,24X27G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,24,0.027
12447,REGALIZ TUBE MORANGO,24X27G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,24,0.027
12448,REGALIZ TUBE MORANGO AZED.,24X27G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,24,0.027
12449,REGALIZ TUBE TWISTER,24X27G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,24,0.027
12450,REGALIZ TUBE MORANGO,10X40G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.04
12451,REGALIZ TUBE MORANGO AZED.,10X40G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.04
12452,REGALIZ TUBE TUTTI FRUTTI,10X40G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.04
12453,REGALIZ TUBE TWISTER,10X40G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,10,0.04
12454,LICOR DOCE DE LEITE,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
12455,RECHEIO F.VERMELHAS MESCLADOS,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"MESCLA SABOR FRUTAS VERMELHAS (MORANGO, FRAMBOESA, AMORA E MIRTILO",645,AROMITALIA,2,1,3.5
12457,GELATINA BANANAS,12X15G,DP,3,BOMBONIERI,302,BALA,,649,FINI,9,12,0.015
12460,RECHEIO TRUFA MESCLADOS,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,MESCLA SABOR TRUFA,645,AROMITALIA,2,1,3.5
12461,RECHEIO CHOC.BCO C/COCO MESCL,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,MESCLA E COBERTUA SABOR CHOCOLATE BRANCO COM PEDACOS DE COCO,645,AROMITALIA,2,1,3.5
12462,AGUA MIN. COPO,48X200ML,CX,1,BEBIDAS,98,AGUA MINERAL,48X200ML,660,IMPERATRIZ,3,48,0.2
12463,VINHO IMP CHI MALBEC TINTO SECO,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,VINHO FINO TINTO SECO,587,MICAELA,2,1,0.75
12464,VINHO IMP CHI CABERNET SAUVIGNON,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,VINHO FINO TINTO SECO,587,MICAELA,2,1,0.75
12465,VINHO IMP CHI ROSE,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,VINHO FINO ROSE SECO,587,MICAELA,2,1,0.75
12466,VINHO IMP CHI SAUVIGNON BLANC,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,VINHO FINO BRANCO SECO,587,MICAELA,2,1,0.75
12470,POTE PL.100ML TRAN. PT100,C/100,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,100,1.0
12471,POTE PL.150ML TRAN. PT150,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12472,POTE PL.200ML TRAN. PT200,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12473,POTE PL.200ML LISO TRAN. PT200,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12474,POTE PL.250ML LISO TRAN. PT250,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12475,TAMPA POTE 250ML TRAN. TP1500,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,COMPATIVEL POTE PT150 PT200 PT 250 E COPO CP400,586,MINAPLAST,6,50,1.0
12476,TAMPA POTE 100ML TRAN. TP2500,C/100,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,COMPATIVEL POTE PT50 PT100 E COPO CP150 CP180 CP200 CP250,586,MINAPLAST,6,100,1.0
12477,PRATO PL.15CM BRANCA PR15,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,7,10,1.0
12478,PRATO PL.18CM BRANCA PR18,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,7,10,1.0
12479,PRATO PL.21CM BRANCA PR21,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,7,10,1.0
12480,PRATO PL.23CM BRANCA PR23,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,7,10,1.0
12481,PRATO PL.26CM BRANCA PR26,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,7,10,1.0
12482,COPO PL.LISO 250ML TRAN. CP250,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS - WHISKY,586,MINAPLAST,6,50,1.0
12483,COPO PL.LISO 330ML TRAN. CP330,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS - CHOPP,586,MINAPLAST,6,50,1.0
12484,COPO PL.400ML TRAN. CP400,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12485,COPO PL.LISO 500ML TRAN. CP500,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12486,COPO PL.500ML TRAN. CP500,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12487,COPO PL.LISO 700ML TRAN. CP700,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12501,VINHO IMP PORT TINTO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,661,JULIA FLORISTA,2,1,0.75
12502,VINHO IMP PORT BRANCO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,661,JULIA FLORISTA,2,1,0.75
12503,VINHO IMP PORT TINTO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,661,JULIA FLORISTA,2,1,0.75
12505,VINHO IMP PORT ,5L,UN,1,BEBIDAS,46,VINHO IMPORTADO,5L,661,JULIA FLORISTA,2,1,5.0
12506,VINHO IMP PORT TINTO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,662,PORTA 6,2,1,0.75
12507,VINHO IMP PORT ROSE ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,662,PORTA 6,2,1,0.75
12508,VINHO IMP PORT BRANCO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,662,PORTA 6,2,1,0.75
12509,VINHO IMP PORT VERDE D.O.C ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,662,PORTA 6,2,1,0.75
12510,VINHO IMP PORT ,3L,UN,1,BEBIDAS,46,VINHO IMPORTADO,3L,662,PORTA 6,2,1,3.0
12511,MOLHO BARBECUE ,400G,UN,2,ALIMENTOS,206,MOLHO,400G,122,DAJUDA,2,1,0.4
12512,AZEITONA MIUDA,2KG,BD,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"3,0 KG - 2,0KG DRENADO",443,TOSCANA,8,1,2.0
12513,AZEITONA PRETA FATIADAS,"1,8KG",BD,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"3,0KG - 1,8KG DRENADO",443,TOSCANA,8,1,1.8
12516,COND. ACAFRAO,500G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,500G,443,TOSCANA,2,1,0.5
12517,COND. FUNGHI SECO,500G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,500G,443,TOSCANA,2,1,0.5
12518,ALCAPARRA MEDIA,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"3,0KG - 1,8KG DRENADO",443,TOSCANA,2,1,1.8
12520,POTE PL.250ML TRAN. PT250,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12521,COPO PL.LISO 400ML TRAN. CP400,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,586,MINAPLAST,6,50,1.0
12522,COB.GANACHE PISTACHE ,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"GANACHE SABOR PISTACHE, IDEAL PARA RECHEIOS E COBERTURAS",645,AROMITALIA,2,1,3.5
12523,ENERG. KIDS MORANGO,6X220ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.22
12524,ENERG. KIDS LARANJA,6X220ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.22
12525,ENERG. KIDS UVA,6X220ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.22
12526,ENERG. KIDS TUTTI FRUTI,6X220ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.22
12527,ENERG. KIDS MELANCIA,6X220ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.22
12528,ENERG. S/ACUCAR TRADICIONAL,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12529,ENERG. CITRUS,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12530,ENERG. COCO E ACAI,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12531,ENERG. ABACAXI E HORTELA,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12532,ENERG. MORANGO E PESSEGO,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12533,ENERG. MACA VERDE,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12534,ENERG. MELANCIA,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12535,ENERG. TROPICAL,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12536,ENERG. TRADICIONAL,6X2L,FD,1,BEBIDAS,80,ENERGETICO,,663,BALY,1,6,2.0
12537,ENERG. S/ACUCAR MACA VERDE,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12538,ENERG. S/ACUCAR TROPICAL,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12539,ENERG. S/ACUCAR TRADICIONAL,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12540,ENERG. COCO E ACAI,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12541,ENERG. CITRUS,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12542,ENERG. ABACAXI E HORTELA,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12543,ENERG. MORANGO E PESSEGO,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12544,ENERG. MACA VERDE,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12545,ENERG. MELANCIA,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12546,ENERG. TROPICAL,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12547,ENERG. TRADICIONAL,6X473ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.473
12548,ENERG. S/ACUCAR TRADICIONAL,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12549,ENERG. MORANGO E PESSEGO,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12550,ENERG. TROPICAL,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12551,ENERG. MACA VERDE,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12552,ENERG. MELANCIA,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12553,ENERG. TRADICIONAL,6X250ML,PK,1,BEBIDAS,80,ENERGETICO,,663,BALY,10,6,0.25
12554,VODKA ,6X473ML,PK,1,BEBIDAS,10,VODKA NACIONAL,,664,INTENCION,10,6,0.473
12555,VODKA ,900ML,UN,1,BEBIDAS,10,VODKA NACIONAL,,664,INTENCION,2,1,0.9
12556,GARRAFA PET 3530 C/TAMPA 300ML,C/70,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,557,"GALVANOTEK,GAL",3,70,1.0
12557,GARRAFA PET 3550 C/TAMPA 500ML,C/70,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,557,"GALVANOTEK,GAL",3,70,1.0
12558,GARRAFA PET 3540 C/TAMPA 400ML,C/70,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,557,"GALVANOTEK,GAL",3,70,1.0
12559,GARRAFA PET 3520 C/TAMPA 200ML,C/70,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,557,"GALVANOTEK,GAL",3,70,1.0
12560,"SACO PAPEL KRAFT .S.JOAO ALTURA 35CM LARG.24CM SANFONA 14,5CM (FUNDO)",C/250,FD,6,EMBALAGENS/DESCARTAVEIS,628,SACO PAPEL,"ALT 35 LARG 24 SANFONA 14,5CM (FUNDO)",665,SAO JOAO,1,250,1.0
12561,"SACO PAPEL KRAFT .S.JOAO ALTURA 36CM LARG.31CM SANFONA 14,5CM (FUNDO) ",C/250,FD,6,EMBALAGENS/DESCARTAVEIS,628,SACO PAPEL,"ALT 35 LARG 24 SANFONA 14,5CM (FUNDO)  ",665,SAO JOAO,1,250,1.0
12562,"SACO PAPEL KRAFT .S.JOAO ALTURA 35CM LARG.24CM SANFONA 12,5CM (FUNDO)",C/250,FD,6,EMBALAGENS/DESCARTAVEIS,628,SACO PAPEL,"ALT 36 LARG 31 SANFONA 12,5CM (FUNDO)",665,SAO JOAO,1,250,1.0
12563,BAND.ISOP.01 RASA TRL01,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 1,8 LARG 15 COMP 15CM",581,TOTALPLAST,3,400,1.0
12564,BAND.ISOP.02 RASA TRL02,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 1,8 LARG 14 COMP 21CM",581,TOTALPLAST,3,400,1.0
12565,BAND.ISOP.03 RASA TRL03,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,616,BANDEJA DESCARTAVEL,"ALT 1,6 LARG 18 COMP 23,5CM",581,TOTALPLAST,3,400,1.0
12566,HAMBURG.ISOP.05 TH05 HOT DOG,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 22,2 LARG 13 ALT 7CM",581,TOTALPLAST,3,200,1.0
12567,COPO PL.400ML TRAN. CT400TR,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,581,TOTALPLAST,6,50,1.0
12568,COPO PL.500ML TRAN. CT500TR,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,581,TOTALPLAST,6,50,1.0
12569,POTE PL.200ML TRAN. PT200TR,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,581,TOTALPLAST,6,50,1.0
12570,TAMPA POTE 200/250ML TRAN.TOTAL TP200TR,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,COMPATIVEL COM POTE 200ML E 250ML,581,TOTALPLAST,6,50,1.0
12571,COPO ISOPOR 120ML CTT120,C/20,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,581,TOTALPLAST,6,20,1.0
12572,HAMBURG.ISOP.106,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 22 LARG 21,50 ALT 6CM",581,TOTALPLAST,3,200,1.0
12574,POTE PL.250ML TRAN. PT200TR,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,581,TOTALPLAST,6,50,1.0
12575,COB.GANACHE M.AMARGO ,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"GANACHE DE CHOCOLATE MEIO AMARGO, IDEAL PARA RECHEIOS E COBERTURAS ",645,AROMITALIA,2,1,3.5
12576,COB.GANACHE BRANCO ,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"GANACHE DE CHOCOLATE BRANCO, IDEAL PARA RECHEIOS E COBERTURAS",645,AROMITALIA,2,1,3.5
12577,COB.GANACHE AO LEITE ,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"GANACHE DE CHOCOLATE AO LEITE, IDEAL PARA RECHEIOS E COBERTURAS",645,AROMITALIA,2,1,3.5
12578,COB.GANACHE AVELA ,"3,5KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,"GANACHE DE CHOCOLATE COM AVELÃ, IDEAL PARA RECHEIOS E COBERTURAS",645,AROMITALIA,2,1,3.5
12579,AZEITONA PRETA S/CAROCO ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12580,AZEITONA PRETA C/CAROCO ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12581,AZEITONA PRETA FATIADAS ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12582,AZEITONA S/CAROCO ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12583,AZEITONA C/CAROCO MEDIA,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12584,AZEITONA FATIADA TP1 ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12585,AZEITONA FATIADA ,"1,8KG BALDE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,666,RAINHA,2,1,1.8
12586,COPO ISOPOR 180ML CTT180,C/20,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,,581,TOTALPLAST,6,20,1.0
12588,GELATINA CEREJA,500G,UN,2,ALIMENTOS,10007,GELATINAS,"DILUIÇAO: AGUA - RENDE 6,5 LITROS",239,LEKE,2,1,0.5
12589,GELATINA MARACUJA,500G,UN,2,ALIMENTOS,10007,GELATINAS,"DILUIÇAO: AGUA - RENDE 6,5 LITROS",239,LEKE,2,1,0.5
12590,CHOC. GRANUL.CROCANTE,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,667,"FACA A FESTA,FACA/FESTA",2,1,1.0
12591,CHOC. GRANUL.COLORIDO,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,667,"FACA A FESTA,FACA/FESTA",2,1,1.0
12592,CHOC. GRANUL.MESCLADO,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,PRETO E BRANCO,667,"FACA A FESTA,FACA/FESTA",2,1,1.0
12593,CHOC. GRANUL.BRANCO,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,667,"FACA A FESTA,FACA/FESTA",2,1,1.0
12594,BETERRABA,300G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,0.3
12595,PEPINO ,300G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,0.3
12596,PEPINO RODELAS AGRID.,300G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,0.3
12597,PEPINO MIUDOS ,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,1.8
12598,BETERRABA ,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,1.8
12599,PEPINO MEDIO ,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,1.8
12600,PEPINO RODELAS AGRID.,"1,7KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,668,RIO DO MORRO,2,1,1.7
12606,PACOQUINHA QUAD.C/MASCAVO,10X18G,DP,3,BOMBONIERI,315,PETISCOS,10X18G,634,DACOLONIA,9,1,0.18
12607,PACOQUINHA QUAD.TRAD.,10X18G,DP,3,BOMBONIERI,315,PETISCOS,10X18G,634,DACOLONIA,9,1,0.18
12610,"OLEO ALGODAO (15,16L)",14KG,UN,2,ALIMENTOS,220,GORDURA/OLEO ESPECIAIS,14KG BALDE,670,CRISTA,2,1,14.0
12611,ASPARGO INTEIRO ,270G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,430G LIQUIDO 270G DRENADO,543,ARCOBELLO,2,1,0.27
12612,TOMATE PELADO ITALIANO,"2,55KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,5KG DRENADO",621,FINISSIMA,2,1,2.55
12613,BISC. CHOCOLATE BRANCO E PRETO,4X36G,DP,2,ALIMENTOS,230,BISCOITO,4X36G,588,OREO,9,4,0.036
